Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
ATP5ME	DOCONEXENT	activator	0.932	-2.629	0.002	down
ATP5ME	ARACHIDONIC ACID	activator	0.746	-2.629	0.002	down
ATP5ME	HALOTHANE	activator	0.207	-2.629	0.002	down
COX5B	COMPOUND 46C [PMID: 29350534]	inhibitor	6.525	-2.628	0.009	down
COX5B	TIQ-15	inhibitor	6.525	-2.628	0.009	down
COX5B	BERBERINE	inhibitor	2.61	-2.628	0.009	down
COX5B	AJMALICINE	inhibitor	1.004	-2.628	0.009	down
NDUFA5	NV-128	inhibitor	0.348	-2.627	0.001	down
NDUFA5	ME-344	inhibitor	0.341	-2.627	0.001	down
NDUFA5	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.627	0.001	down
NDUFB9	NV-128	inhibitor	0.348	-2.621	0.004	down
NDUFB9	ME-344	inhibitor	0.341	-2.621	0.004	down
NDUFB9	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.621	0.004	down
NDUFB11	NV-128	inhibitor	0.348	-2.613	0.012	down
NDUFB11	ME-344	inhibitor	0.341	-2.613	0.012	down
NDUFB11	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.613	0.012	down
NDUFS7	NV-128	inhibitor	0.348	-2.607	0.003	down
NDUFS7	ME-344	inhibitor	0.341	-2.607	0.003	down
NDUFS7	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.607	0.003	down
ATP1B1	BAY-1797	inhibitor	2.748	-2.599	0.002	down
ATP1B1	PSB-12062	inhibitor	2.748	-2.599	0.002	down
ATP1B1	BX-430	inhibitor	2.748	-2.599	0.002	down
ATP1B1	PSB-12054	inhibitor	2.748	-2.599	0.002	down
ATP1B1	5-BDBD	inhibitor	2.748	-2.599	0.002	down
ATP1B1	NP-1815-PX	inhibitor	2.748	-2.599	0.002	down
ATP1B1	&ALPHA;&BETA;-MEATP	agonist	0.687	-2.599	0.002	down
ATP1B1	PPADS	inhibitor	0.55	-2.599	0.002	down
ATP1B1	BZATP	agonist	0.55	-2.599	0.002	down
ATP1B1	ISTAROXIME	inhibitor	0.305	-2.599	0.002	down
ATP1B1	ACETYLDIGITOXIN	inhibitor	0.305	-2.599	0.002	down
ATP1B1	DESLANOSIDE	inhibitor	0.275	-2.599	0.002	down
ATP1B1	AMLODIPINE BESYLATE	modulator	0.183	-2.599	0.002	down
ATP1B1	LANATOSIDE C	inhibitor	0.183	-2.599	0.002	down
ATP1B1	ADENOSINE TRIPHOSPHATE	agonist	0.162	-2.599	0.002	down
ATP1B1	NIMODIPINE	modulator	0.145	-2.599	0.002	down
ATP1B1	DIGITOXIN	inhibitor	0.145	-2.599	0.002	down
ATP1B1	PAROXETINE HYDROCHLORIDE, HEMIHYDRATE	inhibitor	0.11	-2.599	0.002	down
ATP1B1	DIGOXIN	inhibitor	0.081	-2.599	0.002	down
VDAC2	OLESOXIME	NA	6.525	-2.598	0.004	down
VDAC2	TCDD	NA	2.088	-2.598	0.004	down
CAV1	EPERISONE	NA	13.051	-2.592	0.004	down
CAV1	TOLPERISONE	NA	4.35	-2.592	0.004	down
CAV1	TESTOSTERONE	NA	0.669	-2.592	0.004	down
CAV1	DEHYDRATED ALCOHOL	NA	0.33	-2.592	0.004	down
KRT19	PD-98059	NA	1.411	-2.589	0.02	down
KRT19	DEXAMETHASONE	NA	0.614	-2.589	0.02	down
CD34	BOVINE PITUITARY EXTRACT	NA	10.441	-2.573	0.004	down
CD34	AUTOLOGOUS BONE MARROW-DERIVED CD34/CXCR4-POSITIVE STEM CELLS AMR-001	NA	5.22	-2.573	0.004	down
CD34	YM-244769	inhibitor	5.22	-2.573	0.004	down
CD34	FLUORODEOXYGLUCOSE F18	NA	1.74	-2.573	0.004	down
CD34	PUROMYCIN	NA	1.16	-2.573	0.004	down
CD34	DIFFERENTIATION INDUCER	NA	0.949	-2.573	0.004	down
CD34	GP-120 ANTIGEN	NA	0.803	-2.573	0.004	down
CD34	ALITRETINOIN	NA	0.497	-2.573	0.004	down
CD34	PREDNISOLONE	NA	0.373	-2.573	0.004	down
CD34	QUERCETIN	NA	0.132	-2.573	0.004	down
NDUFA4	NV-128	inhibitor	0.348	-2.562	0.014	down
NDUFA4	ME-344	inhibitor	0.341	-2.562	0.014	down
NDUFA4	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.562	0.014	down
PSPH	METHIONINE	NA	20.882	2.541	0.005	up
NDUFA13	FLURPIRIDAZ F-18	NA	13.051	-2.541	0.013	down
NDUFA13	NV-128	inhibitor	0.261	-2.541	0.013	down
NDUFA13	ME-344	inhibitor	0.256	-2.541	0.013	down
NDUFA13	METFORMIN HYDROCHLORIDE	inhibitor	0.233	-2.541	0.013	down
COL4A2	NAVOXIMOD	NA	17.401	2.516	0.001	up
COL4A2	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	cleavage	0.621	2.516	0.001	up
COL4A2	OCRIPLASMIN	cleavage	0.458	2.516	0.001	up
CRAT	COMPOUND 3 [PMID: 21650226]	inhibitor	26.102	-2.509	0.003	down
CRAT	LEVOCARNITINE PROPIONATE	NA	3.263	-2.509	0.003	down
NDUFS1	NV-128	inhibitor	0.348	-2.501	0.003	down
NDUFS1	ME-344	inhibitor	0.341	-2.501	0.003	down
NDUFS1	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.501	0.003	down
S100A2	ANTISENSE OLIGONUCLEOTIDES	NA	1.582	2.498	0.009	up
S100A2	ANTISERUM	NA	1.492	2.498	0.009	up
ALDH2	ALDH2 ACTIVATOR FP-045	NA	1.135	-2.475	0.005	down
ALDH2	A412997	agonist	1.135	-2.475	0.005	down
ALDH2	[125I]L750667	inhibitor	1.135	-2.475	0.005	down
ALDH2	ML398	inhibitor	1.135	-2.475	0.005	down
ALDH2	A-381393	inhibitor	1.135	-2.475	0.005	down
ALDH2	SONEPIPRAZOLE	inhibitor	1.135	-2.475	0.005	down
ALDH2	ABT-670	agonist	1.135	-2.475	0.005	down
ALDH2	U101958	inhibitor	0.567	-2.475	0.005	down
ALDH2	NEMONAPRIDE	inhibitor	0.567	-2.475	0.005	down
ALDH2	[3H]NGD941	inhibitor	0.567	-2.475	0.005	down
ALDH2	L741742	inhibitor	0.567	-2.475	0.005	down
ALDH2	PF-592379	agonist	0.567	-2.475	0.005	down
ALDH2	ACETALDEHYDE	NA	0.454	-2.475	0.005	down
ALDH2	[3H]WAY100635	agonist	0.378	-2.475	0.005	down
ALDH2	PEROSPIRONE	inhibitor	0.378	-2.475	0.005	down
ALDH2	L745870	inhibitor	0.378	-2.475	0.005	down
ALDH2	HEROIN	NA	0.284	-2.475	0.005	down
ALDH2	BENPERIDOL	inhibitor	0.284	-2.475	0.005	down
ALDH2	NITROGLYCERIN	NA	0.262	-2.475	0.005	down
ALDH2	ETICLOPRIDE	inhibitor	0.189	-2.475	0.005	down
ALDH2	(+)-BUTACLAMOL	inhibitor	0.162	-2.475	0.005	down
ALDH2	NALTREXONE	NA	0.134	-2.475	0.005	down
ALDH2	ROTIGOTINE	agonist	0.113	-2.475	0.005	down
ALDH2	QUINPIROLE	agonist	0.095	-2.475	0.005	down
ALDH2	PIRIBEDIL	inhibitor	0.095	-2.475	0.005	down
ALDH2	LOXAPINE	inhibitor	0.087	-2.475	0.005	down
ALDH2	SULPIRIDE	inhibitor	0.081	-2.475	0.005	down
ALDH2	FENOLDOPAM	agonist	0.081	-2.475	0.005	down
ALDH2	DISULFIRAM	inhibitor	0.079	-2.475	0.005	down
ALDH2	ROXINDOLE	agonist	0.076	-2.475	0.005	down
ALDH2	TERGURIDE	inhibitor	0.076	-2.475	0.005	down
ALDH2	ZOTEPINE	inhibitor	0.071	-2.475	0.005	down
ALDH2	CABERGOLINE	agonist	0.071	-2.475	0.005	down
ALDH2	PERGOLIDE	agonist	0.067	-2.475	0.005	down
ALDH2	LISURIDE	agonist	0.06	-2.475	0.005	down
ALDH2	SPIPERONE	inhibitor	0.06	-2.475	0.005	down
ALDH2	SERTINDOLE	inhibitor	0.054	-2.475	0.005	down
ALDH2	APOMORPHINE	agonist	0.042	-2.475	0.005	down
ALDH2	PROCHLORPERAZINE	inhibitor	0.041	-2.475	0.005	down
ALDH2	DOPAMINE	agonist	0.039	-2.475	0.005	down
ALDH2	TRIFLUOPERAZINE	inhibitor	0.038	-2.475	0.005	down
ALDH2	BROMOCRIPTINE	inhibitor	0.037	-2.475	0.005	down
ALDH2	CHLORPROMAZINE	inhibitor	0.031	-2.475	0.005	down
ALDH2	DEHYDRATED ALCOHOL	NA	0.029	-2.475	0.005	down
ALDH2	HALOPERIDOL DECANOATE	inhibitor	0.015	-2.475	0.005	down
ALDH2	CLOZAPINE	inhibitor	0.012	-2.475	0.005	down
NDUFB7	NV-128	inhibitor	0.348	-2.469	0.011	down
NDUFB7	ME-344	inhibitor	0.341	-2.469	0.011	down
NDUFB7	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.469	0.011	down
VDAC1	OLESOXIME	NA	13.051	-2.461	0.004	down
MMP9	CARBOXYLATED GLUCOSAMINE	NA	4.176	2.447	0.02	up
MMP9	ANDECALIXIMAB	inhibitor	4.176	2.447	0.02	up
MMP9	DP-B99	NA	2.088	2.447	0.02	up
MMP9	ULINASTATIN	NA	1.392	2.447	0.02	up
MMP9	CURCUMIN PYRAZOLE	NA	1.044	2.447	0.02	up
MMP9	TOZULERISTIDE	NA	1.044	2.447	0.02	up
MMP9	TST10088	NA	1.044	2.447	0.02	up
MMP9	S-3304	vaccine	1.044	2.447	0.02	up
MMP9	AZD-1236	inhibitor	1.044	2.447	0.02	up
MMP9	INCYCLINIDE	NA	1.044	2.447	0.02	up
MMP9	DEMETHYLWEDELOLACTONE	NA	0.835	2.447	0.02	up
MMP9	SHARK CARTILAGE EXTRACT AE-941	NA	0.696	2.447	0.02	up
MMP9	ANTIHYPERTENSIVE AGENT	NA	0.522	2.447	0.02	up
MMP9	MARIMASTAT	inhibitor	0.418	2.447	0.02	up
MMP9	NEOVASTAT	inhibitor	0.418	2.447	0.02	up
MMP9	REBIMASTAT	inhibitor	0.348	2.447	0.02	up
MMP9	CTS-1027	inhibitor	0.298	2.447	0.02	up
MMP9	PRINOMASTAT	vaccine	0.298	2.447	0.02	up
MMP9	HYDRALAZINE	NA	0.209	2.447	0.02	up
MMP9	METHYLDOPA ANHYDROUS	NA	0.135	2.447	0.02	up
MMP9	ILOMASTAT	NA	0.084	2.447	0.02	up
MMP9	NIFEDIPINE	NA	0.075	2.447	0.02	up
MMP9	CELECOXIB	NA	0.062	2.447	0.02	up
MMP9	BEVACIZUMAB	NA	0.052	2.447	0.02	up
MMP9	CURCUMIN	NA	0.032	2.447	0.02	up
MYOM2	CLOPIDOGREL	NA	1.492	-2.441	0.003	down
MYOM2	ASPIRIN	NA	0.587	-2.441	0.003	down
GGH	PEMETREXED DISODIUM	NA	2.008	2.439	0.002	up
GGH	THIOGUANINE	NA	0.791	2.439	0.002	up
GGH	BEVACIZUMAB	NA	0.653	2.439	0.002	up
GGH	METHYLPHENIDATE HYDROCHLORIDE	NA	0.567	2.439	0.002	up
SDHB	ANTIBIOTIC	NA	1.535	-2.438	0.002	down
SDHB	GENTAMICIN	NA	1.135	-2.438	0.002	down
SDHB	THERAPEUTIC CORTICOSTEROID	NA	0.621	-2.438	0.002	down
SDHB	DOXORUBICIN HYDROCHLORIDE	NA	0.265	-2.438	0.002	down
AGT	QUINAPRIL	NA	3.867	-2.421	0.008	down
AGT	CYT006-ANGQB	NA	2.9	-2.421	0.008	down
AGT	GSK-2586881	cleavage	2.9	-2.421	0.008	down
AGT	BENAZEPRIL	NA	1.933	-2.421	0.008	down
AGT	IMIDAPRIL	NA	1.45	-2.421	0.008	down
AGT	CILAZAPRIL	NA	0.967	-2.421	0.008	down
AGT	LISINOPRIL ANHYDROUS	NA	0.725	-2.421	0.008	down
AGT	CHLORTHALIDONE	NA	0.644	-2.421	0.008	down
AGT	MESTRANOL	NA	0.644	-2.421	0.008	down
AGT	ANGIOGENESIS INHIBITOR	NA	0.483	-2.421	0.008	down
AGT	ADENOVIRUS VECTOR	NA	0.414	-2.421	0.008	down
AGT	AMLODIPINE BESYLATE	NA	0.387	-2.421	0.008	down
AGT	ENALAPRIL MALEATE	NA	0.305	-2.421	0.008	down
AGT	ADRIAMYCIN	NA	0.305	-2.421	0.008	down
AGT	HYDROCORTISONE BUTYRATE	NA	0.138	-2.421	0.008	down
AGT	HYDROCHLOROTHIAZIDE	NA	0.126	-2.421	0.008	down
AGT	CYCLOSPORINE	NA	0.067	-2.421	0.008	down
AGT	ASPIRIN	NA	0.065	-2.421	0.008	down
SLC25A3	OREMEPERMIN ALFA	NA	26.102	-2.419	0.009	down
SLC25A3	INCB13739	NA	13.051	-2.419	0.009	down
CA2	GUAIACOL	NA	2.008	-2.376	0.037	down
CA2	DORZOLAMIDE HYDROCHLORIDE	inhibitor	2.008	-2.376	0.037	down
CA2	ETHINAMATE	NA	2.008	-2.376	0.037	down
CA2	BRINZOLAMIDE	inhibitor	1.506	-2.376	0.037	down
CA2	POLMACOXIB	inhibitor	1.339	-2.376	0.037	down
CA2	DORZOLAMIDE	NA	1.205	-2.376	0.037	down
CA2	SULFAMIDE	NA	1.004	-2.376	0.037	down
CA2	CHLOROTHIAZIDE	NA	0.861	-2.376	0.037	down
CA2	DICHLORPHENAMIDE	inhibitor	0.803	-2.376	0.037	down
CA2	TRICHLORMETHIAZIDE	NA	0.669	-2.376	0.037	down
CA2	BENZTHIAZIDE	NA	0.502	-2.376	0.037	down
CA2	PARABEN	NA	0.502	-2.376	0.037	down
CA2	MAFENIDE	NA	0.502	-2.376	0.037	down
CA2	ACETAZOLAMIDE SODIUM	inhibitor	0.502	-2.376	0.037	down
CA2	PHENOL	NA	0.502	-2.376	0.037	down
CA2	IL-3	NA	0.446	-2.376	0.037	down
CA2	ACETAZOLAMIDE	inhibitor	0.43	-2.376	0.037	down
CA2	FERULIC ACID	NA	0.402	-2.376	0.037	down
CA2	COBALT	NA	0.365	-2.376	0.037	down
CA2	SULTHIAME	inhibitor	0.335	-2.376	0.037	down
CA2	ETHOXZOLAMIDE	inhibitor	0.268	-2.376	0.037	down
CA2	CYCLOTHIAZIDE	NA	0.223	-2.376	0.037	down
CA2	METHAZOLAMIDE	inhibitor	0.201	-2.376	0.037	down
CA2	TOPIRAMATE	inhibitor	0.137	-2.376	0.037	down
CA2	EPOETIN ALFA	NA	0.118	-2.376	0.037	down
CA2	CURCUMIN	NA	0.03	-2.376	0.037	down
PDHB	DEVIMISTAT	NA	6.525	-2.366	0.009	down
KRT18	ANTIVIRAL AGENT	NA	2.9	-2.334	0.024	down
KRT18	IL-6	NA	1.374	-2.334	0.024	down
KRT18	MITOMYCIN	NA	1.088	-2.334	0.024	down
KRT18	RIBAVIRIN	NA	0.687	-2.334	0.024	down
COL3A1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	cleavage	2.797	2.325	0.002	up
COL3A1	OCRIPLASMIN	cleavage	0.687	2.325	0.002	up
PSMB10	CARFILZOMIB	inhibitor|other/unknown	0.497	2.317	0.008	up
PSMB10	MARIZOMIB	inhibitor	0.355	2.317	0.008	up
PSMB10	BORTEZOMIB	inhibitor|other/unknown	0.351	2.317	0.008	up
PSMB10	BORTEZOMIB D-MANNITOL	inhibitor	0.196	2.317	0.008	up
PSMB10	IXAZOMIB CITRATE	inhibitor	0.191	2.317	0.008	up
PSMB10	OPROZOMIB	inhibitor	0.186	2.317	0.008	up
PSMB10	IXAZOMIB	inhibitor	0.178	2.317	0.008	up
ALDH5A1	SODIUM VALPROATE	inhibitor	7.458	-2.316	0.014	down
ALDH5A1	DIVALPROEX SODIUM	inhibitor	3.729	-2.316	0.014	down
ALDH5A1	CHLORMERODRIN	NA	3.729	-2.316	0.014	down
ALDH5A1	SUCCINIC ACID	NA	3.729	-2.316	0.014	down
ALDH5A1	SODIUM OXYBATE	NA	2.486	-2.316	0.014	down
ALDH5A1	VALPROIC ACID	inhibitor	0.654	-2.316	0.014	down
ALDH5A1	METHADONE HYDROCHLORIDE	NA	0.439	-2.316	0.014	down
NDUFA8	NV-128	inhibitor	0.348	-2.311	0.008	down
NDUFA8	ME-344	inhibitor	0.341	-2.311	0.008	down
NDUFA8	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.311	0.008	down
PABPC1	CHEMBL:CHEMBL585964	NA	6.525	2.297	0.005	up
PABPC1	1,3-DITOLYLGUANIDINE	NA	4.35	2.297	0.005	up
PABPC1	CHEMBL:CHEMBL592588	NA	4.35	2.297	0.005	up
PABPC1	CHEMBL:CHEMBL589711	NA	2.61	2.297	0.005	up
CACNA2D1	MIROGABALIN	NA	2.486	-2.297	0.005	down
CACNA2D1	MIROGABALIN BESYLATE	modulator	1.243	-2.297	0.005	down
CACNA2D1	IBUTILIDE	NA	0.71	-2.297	0.005	down
CACNA2D1	LERCANIDIPINE	NA	0.621	-2.297	0.005	down
CACNA2D1	ISRADIPINE	NA	0.414	-2.297	0.005	down
CACNA2D1	AMLODIPINE BESYLATE	NA	0.331	-2.297	0.005	down
CACNA2D1	FELODIPINE	NA	0.292	-2.297	0.005	down
CACNA2D1	NITRENDIPINE	NA	0.249	-2.297	0.005	down
CACNA2D1	IMAGABALIN	modulator	0.191	-2.297	0.005	down
CACNA2D1	PREGABALIN	modulator	0.191	-2.297	0.005	down
CACNA2D1	GABAPENTIN	modulator	0.186	-2.297	0.005	down
CACNA2D1	GABAPENTIN ENACARBIL	modulator	0.184	-2.297	0.005	down
CACNA2D1	SAFINAMIDE	NA	0.166	-2.297	0.005	down
CACNA2D1	DILTIAZEM HYDROCHLORIDE	NA	0.155	-2.297	0.005	down
CACNA2D1	ATAGABALIN	modulator	0.096	-2.297	0.005	down
CACNA2D1	BEPRIDIL HYDROCHLORIDE	blocker	0.096	-2.297	0.005	down
CACNA2D1	PHLOROGLUCINOL	blocker	0.096	-2.297	0.005	down
CACNA2D1	SULOCTIDIL	blocker	0.096	-2.297	0.005	down
CACNA2D1	NIFEDIPINE	NA	0.089	-2.297	0.005	down
CACNA2D1	TERODILINE HYDROCHLORIDE	blocker	0.08	-2.297	0.005	down
CACNA2D1	CELECOXIB	NA	0.074	-2.297	0.005	down
SACM1L	BUPROPION HYDROCHLORIDE	NA	6.142	-2.287	0.03	down
EGFR	RINDOPEPIMUT	vaccine	1.359	2.23	0.007	up
EGFR	AFATINIB	inhibitor	1.224	2.23	0.007	up
EGFR	MOBOCERTINIB	inhibitor	1.088	2.23	0.007	up
EGFR	ZALUTUMUMAB	inhibitor	0.816	2.23	0.007	up
EGFR	DEPATUXIZUMAB	inhibitor|antibody	0.816	2.23	0.007	up
EGFR	MATUZUMAB	inhibitor	0.816	2.23	0.007	up
EGFR	DEPATUXIZUMAB MAFODOTIN	binder	0.816	2.23	0.007	up
EGFR	NIMOTUZUMAB	inhibitor|antibody	0.68	2.23	0.007	up
EGFR	NECITUMUMAB	inhibitor|antibody	0.68	2.23	0.007	up
EGFR	CETUXIMAB	antibody|inhibitor	0.617	2.23	0.007	up
EGFR	DACOMITINIB ANHYDROUS	inhibitor	0.589	2.23	0.007	up
EGFR	ERLOTINIB	inhibitor	0.568	2.23	0.007	up
EGFR	PD-168393	NA	0.544	2.23	0.007	up
EGFR	GRACILIN J	NA	0.544	2.23	0.007	up
EGFR	NAZARTINIB	inhibitor	0.544	2.23	0.007	up
EGFR	CHEMBL:CHEMBL1077773	NA	0.544	2.23	0.007	up
EGFR	GRACILIN A	NA	0.544	2.23	0.007	up
EGFR	LAPRITUXIMAB EMTANSINE	NA	0.544	2.23	0.007	up
EGFR	IMGATUZUMAB	inhibitor|antibody	0.544	2.23	0.007	up
EGFR	CHEMBL:CHEMBL1078000	NA	0.544	2.23	0.007	up
EGFR	ICOTINIB	inhibitor	0.544	2.23	0.007	up
EGFR	PKI166	inhibitor	0.408	2.23	0.007	up
EGFR	ROCILETINIB	inhibitor	0.408	2.23	0.007	up
EGFR	NAQUOTINIB	inhibitor	0.408	2.23	0.007	up
EGFR	VARLITINIB	inhibitor	0.408	2.23	0.007	up
EGFR	NERATINIB	inhibitor	0.363	2.23	0.007	up
EGFR	AZD-4769	inhibitor	0.272	2.23	0.007	up
EGFR	PIMURUTAMAB	inhibitor	0.272	2.23	0.007	up
EGFR	EPITINIB	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY EMD 55900	NA	0.272	2.23	0.007	up
EGFR	OSIMERTINIB MESYLATE	inhibitor	0.272	2.23	0.007	up
EGFR	S-222611	inhibitor	0.272	2.23	0.007	up
EGFR	FUTUXIMAB	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-EGFRVIII IMMUNOTOXIN MR1-1	NA	0.272	2.23	0.007	up
EGFR	CETUXIMAB SAROTALOCAN SODIUM	NA	0.272	2.23	0.007	up
EGFR	AMIVANTAMAB	inhibitor	0.272	2.23	0.007	up
EGFR	RG-7160	inhibitor	0.272	2.23	0.007	up
EGFR	OLMUTINIB	inhibitor	0.272	2.23	0.007	up
EGFR	THELIATINIB	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY GT-MAB 5.2-GEX	NA	0.272	2.23	0.007	up
EGFR	PD 174265	NA	0.272	2.23	0.007	up
EGFR	PF-05230907	NA	0.272	2.23	0.007	up
EGFR	FUTUXIMAB/MODOTUXIMAB MIXTURE	antibody	0.272	2.23	0.007	up
EGFR	AZD-3759	inhibitor	0.272	2.23	0.007	up
EGFR	MAB-425	inhibitor	0.272	2.23	0.007	up
EGFR	AV-412	inhibitor	0.272	2.23	0.007	up
EGFR	PELITINIB	inhibitor	0.272	2.23	0.007	up
EGFR	PF-06459988	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-PD1 MONOCLONAL ANTIBODY	NA	0.272	2.23	0.007	up
EGFR	BMS-599626	inhibitor	0.272	2.23	0.007	up
EGFR	INDIUM-111	NA	0.272	2.23	0.007	up
EGFR	ALLITINIB	inhibitor	0.272	2.23	0.007	up
EGFR	DULIGOTUZUMAB	antibody|inhibitor	0.272	2.23	0.007	up
EGFR	SIMOTINIB	inhibitor	0.272	2.23	0.007	up
EGFR	LAPATINIB	inhibitor	0.272	2.23	0.007	up
EGFR	CETUXIMAB SAROTALOCAN	binder	0.272	2.23	0.007	up
EGFR	GC1118	inhibitor	0.272	2.23	0.007	up
EGFR	FIRMONERTINIB	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY SYN004	NA	0.272	2.23	0.007	up
EGFR	G-QUADRUPLEX STABILIZER BMVC	NA	0.272	2.23	0.007	up
EGFR	ICOTINIB HYDROCHLORIDE	NA	0.272	2.23	0.007	up
EGFR	TOMUZOTUXIMAB	inhibitor	0.272	2.23	0.007	up
EGFR	MODOTUXIMAB	inhibitor	0.272	2.23	0.007	up
EGFR	MOBOCERTINIB SUCCINATE	inhibitor	0.272	2.23	0.007	up
EGFR	ANTI-EGFRVIII ANTIBODY DRUG CONJUGATE AMG 595	NA	0.272	2.23	0.007	up
EGFR	CANERTINIB	inhibitor	0.194	2.23	0.007	up
EGFR	BMS-690514	inhibitor	0.181	2.23	0.007	up
EGFR	ERLOTINIB HYDROCHLORIDE	inhibitor	0.181	2.23	0.007	up
EGFR	NERATINIB MALEATE	inhibitor	0.181	2.23	0.007	up
EGFR	MM-151	antibody	0.181	2.23	0.007	up
EGFR	MULTIKINASE INHIBITOR AEE788	inhibitor	0.181	2.23	0.007	up
EGFR	CHEMBL:CHEMBL1358137	NA	0.181	2.23	0.007	up
EGFR	PANITUMUMAB	antibody|inhibitor	0.177	2.23	0.007	up
EGFR	OSIMERTINIB	inhibitor	0.155	2.23	0.007	up
EGFR	AUMOLERTINIB	inhibitor	0.136	2.23	0.007	up
EGFR	MAVELERTINIB	inhibitor	0.136	2.23	0.007	up
EGFR	STO609	inhibitor	0.136	2.23	0.007	up
EGFR	TAK-285	inhibitor	0.136	2.23	0.007	up
EGFR	EMB-01	inhibitor	0.136	2.23	0.007	up
EGFR	ABIVERTINIB MALEATE	inhibitor	0.136	2.23	0.007	up
EGFR	EPIDERMAL GROWTH FACTOR	NA	0.136	2.23	0.007	up
EGFR	MDX-447	modulator	0.136	2.23	0.007	up
EGFR	RAMUCIRUMAB	NA	0.136	2.23	0.007	up
EGFR	CIPATINIB	NA	0.136	2.23	0.007	up
EGFR	ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015	NA	0.136	2.23	0.007	up
EGFR	ALOE-EMODIN	NA	0.136	2.23	0.007	up
EGFR	METHYLCURCUMIN	NA	0.136	2.23	0.007	up
EGFR	ZIPALERTINIB	inhibitor	0.136	2.23	0.007	up
EGFR	PYROTINIB	inhibitor	0.136	2.23	0.007	up
EGFR	SERIBANTUMAB	inhibitor	0.136	2.23	0.007	up
EGFR	ANTI-MET/EGFR MONOCLONAL ANTIBODY LY3164530	NA	0.136	2.23	0.007	up
EGFR	POZIOTINIB	inhibitor	0.136	2.23	0.007	up
EGFR	CANERTINIB DIHYDROCHLORIDE	inhibitor	0.109	2.23	0.007	up
EGFR	DIMETHYLCURCUMIN	NA	0.109	2.23	0.007	up
EGFR	LAZERTINIB	inhibitor	0.109	2.23	0.007	up
EGFR	FALNIDAMOL	inhibitor	0.109	2.23	0.007	up
EGFR	YUANHUADINE	NA	0.109	2.23	0.007	up
EGFR	VANDETANIB	inhibitor	0.108	2.23	0.007	up
EGFR	ANTI-ERBB3 MONOCLONAL ANTIBODY AV-203	inhibitor	0.091	2.23	0.007	up
EGFR	AFATINIB DIMALEATE	inhibitor	0.091	2.23	0.007	up
EGFR	ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013	NA	0.091	2.23	0.007	up
EGFR	CHEMBL:CHEMBL219557	NA	0.091	2.23	0.007	up
EGFR	RUSERONTINIB	inhibitor	0.091	2.23	0.007	up
EGFR	PATRITUMAB	inhibitor	0.091	2.23	0.007	up
EGFR	MP-412	inhibitor	0.091	2.23	0.007	up
EGFR	TESEVATINIB	inhibitor	0.091	2.23	0.007	up
EGFR	GEFITINIB	inhibitor	0.085	2.23	0.007	up
EGFR	AG1478	NA	0.078	2.23	0.007	up
EGFR	SAPITINIB	inhibitor	0.078	2.23	0.007	up
EGFR	CUDC-101	inhibitor	0.078	2.23	0.007	up
EGFR	BRIGATINIB	inhibitor	0.074	2.23	0.007	up
EGFR	LOMUSTINE	NA	0.068	2.23	0.007	up
EGFR	PAN-HER KINASE INHIBITOR AC480	NA	0.068	2.23	0.007	up
EGFR	TARLOXOTINIB	inhibitor	0.068	2.23	0.007	up
EGFR	TEGAFUR	NA	0.068	2.23	0.007	up
EGFR	TEPOTINIB	NA	0.068	2.23	0.007	up
EGFR	KBP5209	inhibitor	0.068	2.23	0.007	up
EGFR	TUXOBERTINIB	negative modulator	0.068	2.23	0.007	up
EGFR	CHEMBL:CHEMBL29197	NA	0.068	2.23	0.007	up
EGFR	ANTI-PD-L1 MONOCLONAL ANTIBODY	NA	0.068	2.23	0.007	up
EGFR	JNJ-26483327	inhibitor	0.06	2.23	0.007	up
EGFR	DEGUELIN	NA	0.054	2.23	0.007	up
EGFR	AGERAFENIB	inhibitor	0.054	2.23	0.007	up
EGFR	MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR	NA	0.045	2.23	0.007	up
EGFR	ABIVERTINIB	inhibitor	0.045	2.23	0.007	up
EGFR	AEE-788	inhibitor	0.045	2.23	0.007	up
EGFR	PLUMBAGIN	NA	0.042	2.23	0.007	up
EGFR	TREMELIMUMAB	NA	0.039	2.23	0.007	up
